,Date,Symbol,ID,Average_Price,Capital,End_Cash,Portfolio_Value,Profit_per_Share,Return_rate,Share_Price,Shares,Start_Cash,Total_Profit,Trade_Value,Type
31307,3/7/2018,1207,scb_16665,0.2,104917,31814,73103,0,0.50%,0.2,48000,22118,48,-9696,Sell
31308,3/7/2018,1218,scb_16536,4.95,598270,34196,564073,-0.01,-0.17%,4.94,4700,57414,-39,23218,Buy
31309,3/7/2018,1238,scb_9657,3.94,382215,4414,377801,0,0.00%,3.87,0,4414,0,0,Sell
31310,3/7/2018,1259,scb_12203,0.16,195806,486,195320,0,0.00%,0.16,19000,3602,0,3116,Buy
31311,3/7/2018,1290,scb_0320,1.24,1489968,1489968,0,-0.01,-0.81%,1.23,530500,837453,-5305,-652515,Sell
31312,3/7/2018,1305,scb_15889,1.09,1065900,14516,1051383,0,0.00%,1.09,76700,98119,0,83603,Buy
31313,3/7/2018,1315,scb_1551,0.38,173134,138716,34418,-0.03,-8.80%,0.34,359800,14585,-11977,-124130,Sell
31314,3/7/2018,1500,scb_15889,0.56,1076164,312172,763991,0.02,3.57%,0.58,513200,14516,10263,-297656,Sell
31315,3/7/2018,1577,scb_18791,1.6,1408347,42981,1365365,0,0.00%,1.6,26800,101,0,-42880,Sell
31316,3/7/2018,1831,scb_16536,0.16,598309,34196,564113,0,0.00%,0.17,0,34196,0,0,Sell
31317,3/7/2018,1831,scb_18791,0.16,1412160,172640,1239520,0.01,3.03%,0.17,762700,42981,3813,-129659,Sell
31318,3/7/2018,1898,scb_16665,3.57,104870,25069,79801,-0.02,-0.69%,3.55,1900,31814,-46,6745,Buy
31319,3/7/2018,1928,scb_16536,42.89,598192,21446,576746,-0.39,-0.91%,42.5,300,34196,-117,12750,Buy
31320,3/7/2018,1962,scb_12192,1.68,144452,54885,89566,0.06,3.69%,1.74,6000,65325,371,10440,Buy
31321,3/7/2018,2120,scb_19814,37.3,947025,35960,911065,0,0.00%,37.3,4000,185160,0,149199,Buy
31322,3/7/2018,2202,scb_16536,34.86,597009,79416,517593,-0.76,-2.19%,34.1,1700,21446,-1300,-57969,Sell
31323,3/7/2018,2236,scb_9657,1.6,376110,193979,182131,-0.05,-3.12%,1.55,122300,4414,-6105,-189565,Sell
31324,3/7/2018,2283,scb_16536,5.63,597009,79416,517593,0,0.00%,5.81,0,79416,0,0,Sell
31325,3/7/2018,2368,scb_1551,3.66,173122,140900,32222,-0.02,-0.55%,3.64,600,138716,-12,-2184,Sell
31326,3/7/2018,2662,scb_18791,5.62,1412160,22586,1389574,0,0.00%,5.62,26700,172640,0,150054,Buy
31327,3/7/2018,2686,scb_12203,1.4,195806,486,195320,0,0.00%,1.39,0,486,0,0,Sell
31328,3/7/2018,3618,scb_6350,6.29,523186,2248,520937,0,0.00%,6.29,800,7280,0,5032,Buy
31329,3/7/2018,3848,scb_9657,6.51,376360,210504,165856,0.1,1.54%,6.61,2500,193979,250,-16525,Sell
31330,3/7/2018,6838,scb_10355,1.65,307093,207903,99189,0,0.00%,1.65,0,207903,0,0,Sell
31331,3/7/2018,8079,scb_12192,0.57,144080,46107,97973,0,0.00%,0.57,15400,54885,0,8778,Buy
31332,3/7/2018,8258,scb_19814,0.22,947025,6986,940038,0,0.00%,0.22,132300,35960,0,28973,Buy
31333,3/7/2018,8347,scb_16536,0.39,597826,47259,550566,0.01,2.61%,0.4,79400,79416,816,32157,Buy
31334,3/7/2018,8436,scb_19814,0.58,947025,1360,945664,0,0.00%,0.58,9700,6986,0,5626,Buy
31335,3/7/2018,9170,scb_3763,9.12,1072661,1978,1070683,0,0.00%,9.17,0,1978,0,0,Sell
31336,3/7/2018,83162,scb_10355,9.07,306703,284573,22129,-0.05,-0.51%,9.02,8500,207903,-390,-76670,Sell
31337,3/8/2018,51,scb_19814,15.18,947025,1360,945664,0,0.00%,15.22,0,1360,0,0,Buy
31338,3/8/2018,151,scb_3763,6.51,1072633,704,1071929,-0.14,-2.13%,6.37,200,1978,-27,1274,Buy
31339,3/8/2018,156,scb_19814,0.25,947025,260,946764,0,0.00%,0.25,4400,1360,0,1100,Buy
31340,3/8/2018,164,scb_9657,0.14,371115,301063,70052,-0.01,-5.47%,0.13,680900,210504,-5245,-90559,Sell
31341,3/8/2018,174,scb_7878,1.15,475550,457227,18323,0,-0.42%,1.15,8100,466542,-39,9315,Buy
31342,3/8/2018,227,scb_12203,0.92,194032,161920,32112,-0.01,-1.09%,0.91,177400,486,-1774,-161434,Sell
31343,3/8/2018,290,scb_10355,0.15,306544,257548,48996,0,-0.58%,0.15,177800,284573,-158,27025,Buy
31344,3/8/2018,328,scb_5394,1.52,305293,230247,75046,0,0.00%,1.52,14900,252895,0,22648,Buy
31345,3/8/2018,337,scb_3763,3.73,1072661,704,1071957,0,0.00%,3.8,0,704,0,0,Sell
31346,3/8/2018,373,scb_18791,49.01,1412020,1257386,154633,-0.01,-0.01%,49,25200,22586,-140,-1234800,Sell
31347,3/8/2018,423,scb_12203,1.44,194032,161920,32112,0,0.00%,1.42,0,161920,0,0,Sell
31348,3/8/2018,599,scb_1551,0.56,173122,140900,32222,0,0.00%,0.58,0,140900,0,0,Sell
31349,3/8/2018,628,scb_18791,1.01,1412020,163556,1248464,0,0.00%,1.01,1083000,1257386,0,1093830,Buy
31350,3/8/2018,633,scb_18791,2.28,1412001,21284,1390716,0,-0.01%,2.28,62400,163556,-19,142272,Buy
31351,3/8/2018,643,scb_10355,0.93,306703,231880,74823,0,0.00%,0.93,27600,257548,0,25668,Buy
31352,3/8/2018,663,scb_12203,0.18,194303,16192,178111,0,0.19%,0.18,809600,161920,271,145728,Buy
31353,3/8/2018,808,scb_8200,3.36,300926,4355,296571,0,0.00%,3.41,0,4355,0,0,Sell
31354,3/8/2018,862,scb_19814,0.64,947025,68,946956,0,0.00%,0.64,300,260,0,192,Buy
31355,3/8/2018,1030,scb_8200,6.32,326089,326089,0,0.54,8.48%,6.86,46900,4355,25163,-321734,Sell
31356,3/8/2018,1151,scb_15889,13.2,1089784,925072,164711,0.3,2.27%,13.5,45400,312172,13620,-612900,Sell
31357,3/8/2018,1183,scb_9657,1.74,371115,57289,313826,0,0.00%,1.74,140100,301063,0,243774,Buy
31358,3/8/2018,1207,scb_16665,0.2,104917,25069,79848,0,0.00%,0.2,0,25069,0,0,Sell
31359,3/8/2018,1238,scb_9657,3.94,371115,57289,313826,0,0.00%,3.97,0,57289,0,0,Sell
31360,3/8/2018,1259,scb_12203,0.17,194110,1708,192401,0,0.54%,0.17,85700,16192,77,14483,Buy
31361,3/8/2018,1268,scb_5394,2.83,305293,230247,75046,0,0.00%,2.82,0,230247,0,0,Sell
31362,3/8/2018,1290,scb_0320,1.23,1489968,1489968,0,0,0.00%,1.18,0,1489968,0,0,Sell
31363,3/8/2018,1315,scb_1551,0.34,173122,140900,32222,0,0.00%,0.34,0,140900,0,0,Sell
31364,3/8/2018,1439,scb_15889,2.14,1089784,129634,960149,0,0.00%,2.14,371700,925072,0,795438,Buy
31365,3/8/2018,1500,scb_15889,0.58,1089784,129634,960149,0,0.00%,0.56,0,129634,0,0,Sell
31366,3/8/2018,1538,scb_16665,0.93,104580,48345,56235,-0.01,-1.43%,0.92,25300,25069,-336,-23276,Sell
31367,3/8/2018,1577,scb_18791,1.6,1412020,2884,1409136,0,0.00%,1.6,11500,21284,0,18400,Buy
31368,3/8/2018,1700,scb_10355,1.63,306703,208734,97969,0,0.00%,1.63,14200,231880,0,23146,Buy
31369,3/8/2018,1702,scb_5394,4.4,305293,230247,75046,0,0.00%,4.4,0,230247,0,0,Sell
31370,3/8/2018,1831,scb_16536,0.17,597009,28752,568257,0,0.00%,0.17,107600,47259,0,18507,Buy
31371,3/8/2018,1831,scb_18791,0.17,1412020,494,1411526,0,0.00%,0.17,13900,2884,0,2390,Buy
31372,3/8/2018,1848,scb_15889,7.78,1089920,18237,1071683,0.01,0.12%,7.79,14300,129634,136,111397,Buy
31373,3/8/2018,1928,scb_16536,43.02,597386,19772,577614,1.88,4.38%,44.9,200,28752,376,8980,Buy
31374,3/8/2018,2120,scb_19814,37.3,947425,149668,797756,0.1,0.27%,37.4,4000,68,400,-149600,Sell
31375,3/8/2018,2202,scb_16536,34.8,597009,12812,584197,0,0.00%,34.8,200,19772,0,6959,Buy
31376,3/8/2018,2283,scb_16536,5.99,597009,8020,588989,0,0.00%,5.99,800,12812,0,4792,Buy
31377,3/8/2018,2368,scb_1551,3.64,173122,140900,32222,0,0.00%,3.66,0,140900,0,0,Sell
31378,3/8/2018,2386,scb_6350,7.38,523382,23108,500273,0.07,0.95%,7.45,2800,2248,196,-20860,Sell
31379,3/8/2018,2662,scb_18791,5.62,1412020,494,1411526,0,0.00%,5.52,0,494,0,0,Buy
31380,3/8/2018,2802,scb_9657,58,371115,10889,360226,0,0.00%,58,800,57289,0,46400,Buy
31381,3/8/2018,3383,scb_7021,14.1,1508260,91210,1417050,0,0.00%,14.1,100500,1508260,0,1417050,Buy
31382,3/8/2018,3618,scb_6350,6.32,523407,6017,517389,0.01,0.14%,6.33,2700,23108,24,17091,Buy
31383,3/8/2018,3633,scb_15889,8.72,1089784,3413,1086370,0,0.00%,8.72,1700,18237,0,14824,Buy
31384,3/8/2018,3689,scb_9657,12.08,371187,2363,368824,0.1,0.85%,12.18,700,10889,72,8526,Buy
31385,3/8/2018,3800,scb_16536,1.22,597009,8020,588989,0,0.00%,1.18,0,8020,0,0,Sell
31386,3/8/2018,8079,scb_12192,0.57,144080,38754,105326,0,0.00%,0.57,12900,46107,0,7352,Buy
31387,3/8/2018,8258,scb_19814,0.22,948484,179700,768783,0.01,3.65%,0.23,132300,149668,1058,-30032,Sell
31388,3/8/2018,8328,scb_19191,2.15,117431,85,117346,-0.02,-0.91%,2.13,1100,2428,-21,2343,Buy
31389,3/8/2018,8436,scb_19814,0.58,948387,185229,763157,-0.01,-1.72%,0.57,9700,179700,-97,-5528,Sell
31390,3/8/2018,9170,scb_3763,9.12,1072661,704,1071957,0,0.00%,9.17,0,704,0,0,Sell
31391,3/8/2018,83162,scb_10355,9.02,306703,187988,118715,0,0.00%,9.02,2300,208734,0,20746,Buy
31392,3/9/2018,51,scb_19814,15.18,948497,224801,723695,0.04,0.28%,15.22,2600,185229,110,-39572,Sell
31393,3/9/2018,100,scb_16471,6.31,271581,110447,161133,0,0.00%,6.31,6100,148938,0,38491,Buy
31394,3/9/2018,151,scb_3763,6.51,1072661,704,1071957,0,0.00%,6.32,0,704,0,0,Buy
31395,3/9/2018,164,scb_9657,0.13,371115,2363,368752,0,0.00%,0.14,0,2363,0,0,Sell
31396,3/9/2018,177,scb_12203,11.22,194032,586,193445,0,0.00%,11.22,100,1708,0,1122,Buy
31397,3/9/2018,196,scb_16536,0.82,597068,4783,592284,0.01,1.83%,0.83,3900,8020,58,3237,Buy
31398,3/9/2018,290,scb_10355,0.15,308023,238463,69560,0,2.69%,0.16,321500,187988,1320,-50475,Sell
31399,3/9/2018,328,scb_5394,1.52,304697,252299,52398,-0.04,-2.63%,1.48,14900,230247,-596,-22052,Sell
31400,3/9/2018,334,scb_10355,0.86,308023,214641,93382,0,0.00%,0.86,27700,238463,0,23822,Buy
31401,3/9/2018,337,scb_3763,3.84,1072661,320,1072341,0,0.00%,3.84,100,704,0,384,Buy
31402,3/9/2018,342,scb_7878,1.89,475590,457227,18363,0,0.00%,1.9,0,457227,0,0,Sell
31403,3/9/2018,373,scb_18791,49,1412020,494,1411526,0,0.00%,49,0,494,0,0,Sell
31404,3/9/2018,374,scb_16536,3.31,597009,3128,593881,0,0.00%,3.31,500,4783,0,1655,Buy
31405,3/9/2018,375,scb_12203,5.25,194032,586,193445,0,0.00%,5.31,0,586,0,0,Sell
31406,3/9/2018,385,scb_5394,1.43,304697,229705,74992,0,0.00%,1.43,15800,252299,0,22594,Buy
31407,3/9/2018,423,scb_12203,1.44,194032,586,193445,0,0.00%,1.44,0,586,0,0,Sell
31408,3/9/2018,599,scb_1551,0.58,173122,81740,91382,0,0.00%,0.58,102000,140900,0,59159,Buy
31409,3/9/2018,628,scb_18791,1.01,1433680,1115984,317696,0.02,1.98%,1.03,1083000,494,21660,-1115490,Sell
31410,3/9/2018,633,scb_18791,2.28,1433016,1262172,170844,-0.01,-0.45%,2.27,64400,1115984,-663,-146188,Sell
31411,3/9/2018,643,scb_10355,0.93,308023,240309,67714,0,0.00%,0.93,27600,214641,0,-25668,Sell
31412,3/9/2018,663,scb_12203,0.18,194033,64,193968,0,0.19%,0.18,2900,586,0,522,Buy
31413,3/9/2018,674,scb_16471,0.25,271541,81862,189679,0,-0.14%,0.25,114800,110447,-39,28585,Buy
31414,3/9/2018,685,scb_16665,0.72,104408,54365,50043,-0.02,-2.78%,0.7,8600,48345,-172,-6020,Sell
31415,3/9/2018,808,scb_8200,3.36,326089,326089,0,0,0.00%,3.41,0,326089,0,0,Sell
31416,3/9/2018,808,scb_9657,3.4,371115,2363,368752,0,0.00%,3.41,0,2363,0,0,Sell
31417,3/9/2018,862,scb_19814,0.64,948497,224993,723503,0,0.00%,0.64,300,224801,0,-192,Sell
31418,3/9/2018,899,scb_19814,0.1,942857,937627,5229,0,-0.79%,0.1,6986600,224993,-5640,-712633,Sell
31419,3/9/2018,1030,scb_8200,6.85,326089,78804,247285,0,0.00%,6.85,36100,326089,0,247285,Buy
31420,3/9/2018,1058,scb_0320,0.73,1489968,1489968,0,0,0.00%,0.75,0,1489968,0,0,Sell
31421,3/9/2018,1183,scb_9657,1.74,371083,482,370600,-0.03,-1.71%,1.71,1100,2363,-32,1881,Buy
31422,3/9/2018,1207,scb_16665,0.2,104408,42871,61536,0,0.00%,0.2,56900,54365,0,11493,Buy
31423,3/9/2018,1218,scb_16536,4.95,597008,2140,594867,-0.01,-0.17%,4.94,200,3128,-1,988,Buy
31424,3/9/2018,1238,scb_9657,3.94,371115,482,370633,0,0.00%,3.96,0,482,0,0,Sell
31425,3/9/2018,1268,scb_5394,2.83,304697,229705,74992,0,0.00%,2.92,0,229705,0,0,Sell
31426,3/9/2018,1290,scb_0320,1.25,1489968,834468,655500,0,0.00%,1.25,524400,1489968,0,655500,Buy
31427,3/9/2018,1305,scb_15889,1.09,1090551,87783,1002767,0.01,0.92%,1.1,76700,3413,767,-84370,Sell
31428,3/9/2018,1538,scb_16665,0.92,104408,33487,70920,0,0.00%,0.92,10200,42871,0,9384,Buy
31429,3/9/2018,1577,scb_18791,1.6,1432901,1280457,152444,-0.01,-0.63%,1.59,11500,1262172,-115,-18285,Sell
31430,3/9/2018,1702,scb_5394,4.4,304697,229705,74992,0,0.00%,4.78,0,229705,0,0,Sell
31431,3/9/2018,1898,scb_16665,3.58,104417,26327,78090,0,0.13%,3.58,2000,33487,9,7160,Buy
31432,3/9/2018,1962,scb_12192,1.68,144153,32634,111518,0.02,1.21%,1.7,3600,38754,72,6120,Buy
31433,3/9/2018,2120,scb_19814,37.4,942857,178406,764450,0,0.00%,37.4,20300,937627,0,759220,Buy
31434,3/9/2018,2202,scb_16536,34.8,597049,9140,587909,0.2,0.57%,35,200,2140,40,-7000,Sell
31435,3/9/2018,2236,scb_9657,1.55,371115,172,370943,0,0.00%,1.55,200,482,0,310,Buy
31436,3/9/2018,2283,scb_16536,5.98,597039,5564,591474,-0.02,-0.29%,5.96,600,9140,-10,3576,Buy
31437,3/9/2018,2324,scb_15889,0.08,1091022,14182,1076839,0,0.64%,0.08,943600,87783,471,73600,Buy
31438,3/9/2018,2368,scb_1551,3.72,173122,47516,125606,0,0.00%,3.72,9200,81740,0,34224,Buy
31439,3/9/2018,2600,scb_18791,4.61,1432901,168986,1263915,0,0.00%,4.61,241100,1280457,0,1111471,Buy
31440,3/9/2018,2662,scb_18791,5.62,1430498,316637,1113861,-0.09,-1.60%,5.53,26700,168986,-2402,-147651,Sell
31441,3/9/2018,3618,scb_6350,6.35,523469,1488,521980,0.12,1.96%,6.47,700,6017,86,4529,Buy
31442,3/9/2018,3689,scb_9657,12.08,371115,172,370943,0,0.00%,12.02,0,172,0,0,Buy
31443,3/9/2018,3709,scb_7878,8.09,475590,457227,18363,0,0.00%,8.48,0,457227,0,0,Sell
31444,3/9/2018,3800,scb_16536,1.23,597049,3350,593699,0,0.00%,1.23,1800,5564,0,2214,Buy
31445,3/9/2018,3848,scb_9657,6.61,371115,172,370943,0,0.00%,6.99,0,172,0,0,Sell
31446,3/9/2018,7300,scb_15889,5.33,1090551,14182,1076368,0,0.00%,5.25,0,14182,0,0,Sell
31447,3/9/2018,8079,scb_12192,0.57,144005,27538,116467,-0.01,-1.45%,0.56,9100,32634,-74,5096,Buy
31448,3/9/2018,8319,scb_12192,0.14,144080,27538,116542,0,0.00%,0.14,0,27538,0,0,Sell
31449,3/9/2018,8328,scb_19191,2.15,117453,85,117367,0,0.00%,2.13,0,85,0,0,Buy
31450,3/9/2018,8436,scb_19814,0.57,942857,178406,764450,0,0.00%,0.54,0,178406,0,0,Sell
31451,3/9/2018,83162,scb_10355,9.02,308023,261055,46968,0,0.00%,9.02,2300,240309,0,-20746,Sell
31452,3/12/2018,41,scb_19814,41.98,942925,35606,907318,0.02,0.05%,42,3400,178406,68,142800,Buy
31453,3/12/2018,151,scb_3763,6.51,1071254,1070870,383,-0.01,-0.13%,6.5,164700,320,-1407,-1070550,Sell
31454,3/12/2018,154,scb_2767,0.98,1100762,15916,1084845,0.02,1.82%,1,116000,131916,2075,116000,Buy
31455,3/12/2018,164,scb_9657,0.13,371115,172,370943,0,0.00%,0.14,0,172,0,0,Sell
31456,3/12/2018,174,scb_7878,1.16,475668,448101,27567,0.01,0.87%,1.17,7800,457227,78,9126,Buy
31457,3/12/2018,227,scb_12203,0.91,194032,64,193967,0,0.00%,0.96,0,64,0,0,Sell
31458,3/12/2018,276,scb_9657,0.19,371115,41,371074,0,0.00%,0.19,700,172,0,131,Buy
31459,3/12/2018,290,scb_10355,0.16,308023,235448,72574,0,0.00%,0.16,163100,261055,0,25606,Buy
31460,3/12/2018,337,scb_3763,3.86,1071255,128644,942611,0,0.00%,3.86,244100,1070870,1,942226,Buy
31461,3/12/2018,342,scb_7878,1.91,475590,439315,36275,0,0.00%,1.91,4600,448101,0,8786,Buy
31462,3/12/2018,373,scb_18791,49,1430498,316637,1113861,0,0.00%,49,0,316637,0,0,Sell
31463,3/12/2018,385,scb_5394,1.43,304697,209113,95584,0,0.00%,1.43,14400,229705,0,20592,Buy
31464,3/12/2018,423,scb_12203,1.44,194032,64,193967,0,0.00%,1.46,0,64,0,0,Sell
31465,3/12/2018,559,scb_1551,0.06,172049,71654,100395,0,-4.26%,0.05,447000,47516,-1073,-24138,Sell
31466,3/12/2018,599,scb_1551,0.58,172049,41610,130439,0,0.00%,0.58,51800,71654,0,30043,Buy
31467,3/12/2018,628,scb_18791,1.03,1430498,316637,1113861,0,0.00%,1.02,0,316637,0,0,Sell
31468,3/12/2018,631,scb_10355,2.2,308023,235448,72574,0,0.00%,2.2,0,235448,0,0,Sell
31469,3/12/2018,633,scb_18791,2.27,1430498,316637,1113861,0,0.00%,2.29,0,316637,0,0,Sell
31470,3/12/2018,674,scb_16471,0.25,271331,60927,210403,0,-1.18%,0.25,85100,81862,-249,20934,Buy
31471,3/12/2018,685,scb_16665,0.7,104408,26327,78080,0,0.00%,0.7,0,26327,0,0,Sell
31472,3/12/2018,808,scb_8200,3.36,326089,78804,247285,0,0.00%,3.42,0,78804,0,0,Sell
31473,3/12/2018,808,scb_9657,3.4,371115,41,371074,0,0.00%,3.42,0,41,0,0,Sell
31474,3/12/2018,862,scb_19814,0.64,942857,35606,907250,0,0.00%,0.62,0,35606,0,0,Sell
31475,3/12/2018,1022,scb_5394,0.77,304138,190363,113775,-0.02,-2.89%,0.75,25000,209113,-558,18750,Buy
31476,3/12/2018,1030,scb_8200,6.84,325735,18964,306771,-0.04,-0.59%,6.8,8800,78804,-353,59840,Buy
31477,3/12/2018,1151,scb_15889,13.5,1090551,14182,1076368,0,0.00%,13.5,0,14182,0,0,Sell
31478,3/12/2018,1201,scb_12192,1.08,143901,23170,120730,-0.04,-3.95%,1.04,4200,27538,-179,4368,Buy
31479,3/12/2018,1218,scb_16536,4.95,597048,2362,594685,-0.01,-0.17%,4.94,200,3350,-1,988,Buy
31480,3/12/2018,1238,scb_9657,3.94,371115,41,371074,0,0.00%,3.96,0,41,0,0,Sell
31481,3/12/2018,1259,scb_12203,0.17,193394,17026,176368,-0.01,-3.62%,0.16,104700,64,-637,-16961,Sell
31482,3/12/2018,1268,scb_5394,2.89,304697,173312,131385,0,0.00%,2.89,5900,190363,0,17051,Buy
31483,3/12/2018,1290,scb_0320,1.25,1489968,1489968,0,0,0.00%,1.25,524400,834468,0,-655500,Sell
31484,3/12/2018,1305,scb_15889,1.07,1090551,2091,1088459,0,0.00%,1.07,11300,14182,0,12091,Buy
31485,3/12/2018,1315,scb_1551,0.34,172049,41610,130439,0,0.00%,0.36,0,41610,0,0,Sell
31486,3/12/2018,1439,scb_15889,2.14,1090583,347,1090235,0.04,1.87%,2.18,800,2091,31,1744,Buy
31487,3/12/2018,1500,scb_15889,0.57,1090551,62,1090488,0,0.00%,0.57,500,347,0,285,Buy
31488,3/12/2018,1577,scb_18791,1.59,1430498,316637,1113861,0,0.00%,1.58,0,316637,0,0,Sell
31489,3/12/2018,1700,scb_10355,1.63,309017,259588,49428,0.07,4.29%,1.7,14200,235448,994,-24140,Sell
31490,3/12/2018,1898,scb_16665,3.58,104473,20535,83937,0.04,1.14%,3.62,1600,26327,65,5792,Buy
31491,3/12/2018,1928,scb_16536,43.02,597049,2362,594687,0,0.00%,46.4,0,2362,0,0,Buy
31492,3/12/2018,1962,scb_12192,1.68,145047,104260,40787,0.02,1.21%,1.7,47700,23170,967,-81090,Sell
31493,3/12/2018,2139,scb_12203,2.84,193394,1974,191420,0,0.00%,2.84,5300,17026,0,15052,Buy
31494,3/12/2018,2202,scb_16536,35,597049,2362,594687,0,0.00%,35.3,0,2362,0,0,Sell
31495,3/12/2018,2236,scb_9657,1.55,371115,351,370764,0,0.00%,1.55,200,41,0,-310,Sell
31496,3/12/2018,2283,scb_16536,5.99,597062,1751,595310,0.12,2.07%,6.11,100,2362,12,611,Buy
31497,3/12/2018,2324,scb_15889,0.08,1094933,79930,1015003,0,5.81%,0.08,974000,62,4382,-79868,Sell
31498,3/12/2018,2386,scb_6350,7.45,523382,1488,521893,0,0.00%,7.57,0,1488,0,0,Sell
31499,3/12/2018,2600,scb_18791,4.61,1432909,1430519,2390,0.01,0.22%,4.62,241100,316637,2410,-1113882,Sell
31500,3/12/2018,2662,scb_18791,5.53,1432909,1430519,2390,0,0.00%,5.53,0,1430519,0,0,Sell
31501,3/12/2018,2802,scb_9657,58,371115,351,370764,0,0.00%,59.65,0,351,0,0,Buy
31502,3/12/2018,3355,scb_5394,0.89,305567,157802,147765,0.05,5.94%,0.94,16500,173312,869,15510,Buy
31503,3/12/2018,3383,scb_7021,14.1,1572580,1572580,0,0.64,4.54%,14.74,100500,91210,64320,-1481370,Sell
31504,3/12/2018,3618,scb_6350,6.35,524576,29334,495241,0.28,4.48%,6.63,4200,1488,1193,-27846,Sell
31505,3/12/2018,3633,scb_15889,8.74,1094961,11758,1083202,0,0.04%,8.74,7800,79930,27,68172,Buy
31506,3/12/2018,3709,scb_7878,8.53,475590,430785,44805,0,0.00%,8.53,1000,439315,0,8530,Buy
31507,3/12/2018,3800,scb_16536,1.23,597031,3947,593084,-0.01,-0.81%,1.22,1800,1751,-18,-2196,Sell
31508,3/12/2018,3848,scb_9657,6.61,371115,351,370764,0,0.00%,6.81,0,351,0,0,Sell
31509,3/12/2018,6838,scb_10355,1.65,309017,233683,75333,0,0.00%,1.65,15700,259588,0,25905,Buy
31510,3/12/2018,8022,scb_6350,1.08,526242,526242,0,0,0.34%,1.08,460100,29334,1666,-496908,Sell
31511,3/12/2018,8079,scb_12192,0.57,144626,132932,11694,-0.01,-1.45%,0.56,51200,104260,-420,-28672,Sell
31512,3/12/2018,8258,scb_19814,0.23,942857,35606,907250,0,0.00%,0.24,0,35606,0,0,Sell
31513,3/12/2018,8319,scb_12192,0.14,144626,132932,11694,0,0.00%,0.14,0,132932,0,0,Sell
31514,3/12/2018,8328,scb_19191,2.15,114745,114745,0,-0.05,-2.31%,2.1,54600,85,-2707,-114660,Sell
31515,3/12/2018,8347,scb_16536,0.4,597126,2351,594774,0.02,6.30%,0.42,3800,3947,94,1596,Buy
31516,3/12/2018,8436,scb_19814,0.57,942857,35606,907250,0,0.00%,0.54,0,35606,0,0,Sell
31517,3/12/2018,9170,scb_3763,9.17,1071254,15853,1055401,0,0.00%,9.17,12300,128644,0,112791,Buy
31518,3/12/2018,83162,scb_10355,9.02,309017,233683,75333,0,0.00%,9.02,0,233683,0,0,Sell
31519,3/13/2018,41,scb_19814,42.06,943148,10076,933071,0.49,1.16%,42.55,600,35606,291,25529,Buy
31520,3/13/2018,51,scb_19814,15.22,942857,10076,932780,0,0.00%,15.1,0,10076,0,0,Sell
31521,3/13/2018,100,scb_16471,6.31,272191,100028,172162,0.1,1.58%,6.41,6100,60927,610,-39101,Sell
31522,3/13/2018,156,scb_19814,0.25,942857,11176,931680,0,0.00%,0.25,4400,10076,0,-1100,Sell
31523,3/13/2018,164,scb_9657,0.14,371115,75,371040,0,0.00%,0.14,2000,351,0,276,Buy
31524,3/13/2018,177,scb_12203,11.22,193404,3106,190298,0.1,0.89%,11.32,100,1974,9,-1132,Sell
31525,3/13/2018,195,scb_19814,0.12,942857,2430,940426,0,0.00%,0.12,75400,11176,0,8746,Buy
31526,3/13/2018,290,scb_10355,0.16,308863,211053,97809,0,-0.68%,0.16,146000,233683,-154,22630,Buy
31527,3/13/2018,328,scb_5394,1.46,304697,143640,161057,0,0.00%,1.46,9700,157802,0,14162,Buy
31528,3/13/2018,373,scb_18791,50,1432909,190519,1242390,0,0.00%,50,24800,1430519,0,1240000,Buy
31529,3/13/2018,374,scb_16536,3.31,597030,1691,595338,-0.01,-0.22%,3.3,200,2351,-1,660,Buy
31530,3/13/2018,375,scb_12203,5.94,193404,730,192674,0,0.00%,5.94,400,3106,0,2376,Buy
31531,3/13/2018,385,scb_5394,1.43,304697,130770,173927,0,0.00%,1.43,9000,143640,0,12870,Buy
31532,3/13/2018,559,scb_1551,0.05,172049,41610,130439,0,0.00%,0.06,0,41610,0,0,Sell
31533,3/13/2018,599,scb_1551,0.58,172049,24152,147897,0,0.00%,0.58,30100,41610,0,17458,Buy
31534,3/13/2018,628,scb_18791,1.03,1432909,190519,1242390,0,0.00%,0.98,0,190519,0,0,Sell
31535,3/13/2018,631,scb_10355,2.2,309017,211053,97963,0,0.00%,2.15,0,211053,0,0,Sell
31536,3/13/2018,643,scb_10355,0.93,309017,211053,97963,0,0.00%,0.95,0,211053,0,0,Sell
31537,3/13/2018,663,scb_12203,0.18,193415,108,193307,0,1.85%,0.18,3400,730,11,622,Buy
31538,3/13/2018,808,scb_8200,3.41,326089,4642,321447,0,0.00%,3.41,4200,18964,0,14322,Buy
31539,3/13/2018,808,scb_9657,3.4,371115,75,371040,0,0.00%,3.41,0,75,0,0,Sell
31540,3/13/2018,899,scb_19814,0.1,942857,561,942295,0,0.00%,0.1,17800,2430,0,1869,Buy
31541,3/13/2018,1022,scb_5394,0.77,304423,119070,185353,-0.02,-2.28%,0.75,15600,130770,-273,11700,Buy
31542,3/13/2018,1030,scb_8200,6.84,324733,310411,14321,-0.03,-0.44%,6.81,44900,4642,-1356,-305769,Sell
31543,3/13/2018,1151,scb_15889,13.5,1094933,11758,1083175,0,0.00%,13.5,0,11758,0,0,Sell
31544,3/13/2018,1183,scb_9657,1.74,369736,244351,125385,-0.01,-0.56%,1.73,141200,75,-1378,-244276,Sell
